image_id,orig_ia_pre_score,orig_ia_pre_styles_change
5976,0.0056553855538368,"[-0.9496909379959106, 1.0270538330078125, -0.17998895049095154, -0.6117392778396606, 0.9542418718338013, 0.38810035586357117, 0.1459663063287735, 0.26046887040138245, -0.03351247310638428]"
6453,0.0059797349385917,"[-1.3084570169448853, 1.6467492580413818, -1.0209262371063232, 0.37031635642051697, 0.5656962990760803, 0.10003585368394852, 0.03701286017894745, -0.8049453496932983, 1.0945847034454346]"
7408,0.0062512340955436,"[0.07419618219137192, -0.3800629675388336, 0.22929176688194275, -0.45401760935783386, 0.645958662033081, -0.06153758615255356, 0.1758144646883011, 0.6536703109741211, -0.44574445486068726]"
6803,0.0064127445220947,"[-1.3271383047103882, 1.686131238937378, -1.077894687652588, 0.38368043303489685, 0.5603395104408264, 0.1190846785902977, 0.023157984018325806, -0.7627109289169312, 1.054931879043579]"
4816,0.0069943401031196,"[-0.18731436133384705, -0.42610952258110046, -0.24912449717521667, -0.6749634742736816, 0.19241607189178467, -0.4035673141479492, 0.19143179059028625, -0.525873064994812, 0.6533222794532776]"
8541,0.0074884020723402,"[-0.2482873499393463, -0.388899564743042, 0.5852665305137634, -0.1554870903491974, -0.15150299668312073, -0.04911545664072037, 0.24642376601696014, 0.05018739029765129, 0.565625011920929]"
5531,0.0074897026643157,"[-0.14793717861175537, -0.16352558135986328, 0.6395508646965027, -0.44651147723197937, 0.6413438320159912, -0.39769989252090454, 0.19763842225074768, 1.5117329359054565, -0.6814900040626526]"
7843,0.007622901815921,"[-0.1250491440296173, -0.2320367991924286, -0.061962805688381195, -0.2764999270439148, 0.3378024101257324, -0.10989705473184586, 0.17123296856880188, -0.2928943634033203, -0.02150540053844452]"
8034,0.0076395669020712,"[0.02693197876214981, -0.5286912322044373, 0.10247723013162613, -0.8080650568008423, 0.05736629664897919, -0.1817442774772644, 0.20350278913974762, 0.25158795714378357, 0.12359607219696045]"
5714,0.0079171201214194,"[-0.5003116130828857, 0.3531041443347931, -0.4637138843536377, 0.08042868971824646, 0.23873138427734375, -0.13403093814849854, 0.13860413432121277, 0.09476090967655182, 0.31755906343460083]"
7977,0.0084697799757123,"[0.051702357828617096, -0.3244125247001648, 0.44027581810951233, -0.3498186767101288, 0.2373262494802475, 0.061817459762096405, 0.2529301047325134, 0.46141836047172546, 0.06544312834739685]"
5068,0.008481933735311,"[-0.8713159561157227, 0.6998949646949768, -0.14489632844924927, 0.2903918921947479, 0.2112942487001419, 0.3644801378250122, 0.17129306495189667, -0.5513218641281128, 0.6063995957374573]"
7827,0.0092447837814688,"[-0.12763065099716187, -0.384396493434906, 0.25606051087379456, -0.24192523956298828, 0.21661058068275452, -0.41759148240089417, 0.24292822182178497, -0.08239223808050156, 0.42273643612861633]"
8221,0.0094448691233992,"[-0.15151861310005188, 0.49866828322410583, 0.5157204270362854, 0.6943306922912598, 0.32983896136283875, 0.4509153664112091, 0.23124819993972778, -0.09270449727773666, 0.28115320205688477]"
8122,0.0095525532960891,"[-0.2546688914299011, -0.29309019446372986, 0.7720654010772705, -0.8472645282745361, 0.3896522521972656, 0.14843535423278809, 0.1758992224931717, 1.3089256286621094, -0.3346143364906311]"
6207,0.0096197230741381,"[0.023172594606876373, -0.09137167036533356, -0.44293075799942017, -0.37396860122680664, 0.6677426099777222, -0.15739454329013824, 0.006869018077850342, 0.23035791516304016, -0.5384753942489624]"
6500,0.0100599154829978,"[0.4709484279155731, -0.7633835077285767, -0.02526179701089859, -0.40346449613571167, -0.19943413138389587, -0.07632622867822647, 0.18408402800559998, 0.7092556953430176, -0.17209911346435547]"
7365,0.0101529192179441,"[0.254158616065979, -0.3494336009025574, 0.34810715913772583, -0.2036779820919037, 0.19312039017677307, 0.23503702878952026, 0.2742544114589691, -0.054711662232875824, 0.34470459818840027]"
4974,0.0102727562189102,"[-0.24803027510643005, 0.08014652132987976, -0.09551779180765152, -0.17147934436798096, 0.010852813720703125, 0.08949092775583267, 0.2304256409406662, -0.21377122402191162, 0.28295212984085083]"
6322,0.0103227347135543,"[-0.27225643396377563, -0.03479091823101044, 0.3385333716869354, -0.19314049184322357, -0.011292189359664917, -0.3783862590789795, 0.25334060192108154, 0.14452020823955536, 0.46713656187057495]"
4359,0.010664683766663,"[-0.07480736821889877, -0.2770358920097351, 0.1451791226863861, 0.01683947443962097, -0.29876288771629333, -0.09259901195764542, 0.2743052840232849, -0.028000615537166595, 0.45048558712005615]"
7483,0.0110340015962719,"[-0.24550822377204895, -0.30426302552223206, 0.5029014348983765, 0.16197466850280762, -0.35221168398857117, -0.130600243806839, 0.34131574630737305, -0.02785203605890274, 0.31264522671699524]"
7317,0.0114947091788053,"[-0.4072346091270447, 0.40580618381500244, 0.06606309860944748, -0.14809821546077728, 0.48963138461112976, 0.020485782995820045, 0.25264281034469604, -0.21077761054039001, 0.5534639954566956]"
5725,0.0116710811853408,"[-0.7634001970291138, 0.27237507700920105, -0.1149572804570198, 0.07199272513389587, -0.07426515221595764, -0.3770850896835327, 0.24695919454097748, -0.31027090549468994, 0.576740562915802]"
8030,0.0117274774238467,"[-0.7327979803085327, 0.5850791335105896, -0.02452836185693741, 0.6521488428115845, -0.10214820504188538, 0.28261685371398926, 0.21690455079078674, -0.2611364722251892, 0.8277130722999573]"
6757,0.01263661775738,"[0.2031780183315277, -0.33598318696022034, -0.17519891262054443, -0.3316653370857239, 0.08567968010902405, 0.06719862669706345, 0.1291969120502472, -0.5369863510131836, 0.2796788811683655]"
7033,0.0127261457964777,"[0.7140778303146362, -1.0238521099090576, 0.46549099683761597, -0.709412693977356, 0.3922065198421478, -0.4938502311706543, 0.18898606300354004, 0.8467584252357483, -0.48273369669914246]"
6520,0.0130036734044551,"[-0.6854845881462097, 0.5879551768302917, 0.2799278497695923, -0.24119384586811066, 0.5375592708587646, 0.1326754093170166, 0.25924500823020935, 0.539443850517273, -0.19027799367904663]"
5505,0.0132996002212166,"[-0.08526862412691116, 0.14509636163711548, 0.13607257604599, -0.48583436012268066, 0.5120067596435547, 0.3783409893512726, 0.13500308990478516, -0.3266041874885559, 0.3341330885887146]"
7643,0.0133632803335785,"[0.5181861519813538, -0.5331569910049438, 0.49449867010116577, 0.107881098985672, -0.09073257446289062, 0.046645574271678925, 0.2406102567911148, 0.8078808188438416, -0.6547781229019165]"
7281,0.0133714945986866,"[-0.4710315465927124, 0.21046045422554016, -0.516936182975769, -0.644639253616333, 0.34486085176467896, 0.11504723876714706, 0.05615277588367462, 0.5046295523643494, -0.0408114455640316]"
4600,0.0136923305690288,"[-0.24010157585144043, 0.41607794165611267, -0.2124994993209839, 0.1472717523574829, 0.5844401717185974, -0.024404501542448997, 0.13366809487342834, 0.44591787457466125, 0.14041084051132202]"
8181,0.0137090189382433,"[0.06235498934984207, -0.891492486000061, 0.7255324721336365, -1.1294506788253784, -0.04364997148513794, -0.10896880179643631, 0.2398708462715149, 0.11325325816869736, 0.5965140461921692]"
5983,0.0145120117813348,"[-0.22110754251480103, 0.1842338740825653, -0.10968989878892899, -0.23019516468048096, 0.11459076404571533, 0.22076937556266785, 0.13865023851394653, 0.50996333360672, 0.05408757925033569]"
8373,0.0145776607096195,"[-0.4654734134674072, 0.07725372910499573, -0.21927940845489502, 0.04253372550010681, -0.054460227489471436, -0.0910525694489479, 0.20799842476844788, -0.2935258150100708, 0.5675585865974426]"
5133,0.0146011942997574,"[-0.33357495069503784, 0.3340357840061188, 0.19990167021751404, 0.3015703856945038, 0.554076611995697, 0.20158950984477997, 0.2533683776855469, 0.015905626118183136, 0.17385175824165344]"
6244,0.0147569766268134,"[-0.27357685565948486, -0.734745442867279, 0.8057887554168701, -0.6420199275016785, -0.17413702607154846, -0.5163211226463318, 0.3574539124965668, -0.20431309938430786, 0.9792854189872742]"
7291,0.0148415304720401,"[-0.3110983967781067, -0.32329899072647095, 0.45310527086257935, -0.5333936214447021, 0.020968914031982422, -0.19760432839393616, 0.2721738815307617, 0.37474319338798523, 0.40847888588905334]"
6713,0.0149070145562291,"[0.2308407723903656, -0.45387816429138184, 0.599768877029419, 0.14392831921577454, 0.13476091623306274, -0.346416711807251, 0.29697316884994507, 0.7285017967224121, -0.24983307719230652]"
6082,0.0150233395397663,"[0.11539065092802048, -0.4914707839488983, 0.3907995820045471, -0.060138821601867676, -0.31240180134773254, -0.0703510120511055, 0.3191395401954651, -0.4182441234588623, 0.7004523873329163]"
7520,0.015564720146358,"[0.15259069204330444, -1.139599084854126, 0.13786423206329346, -0.49007612466812134, -0.10273304581642151, -0.6245430111885071, 0.13680821657180786, 0.1298697590827942, 0.45076367259025574]"
6994,0.0157154016196727,"[-0.09683222323656082, 0.07659094780683517, 0.33195286989212036, -0.15896698832511902, 0.1582076996564865, 0.33583229780197144, 0.15339189767837524, -0.26319462060928345, 0.09959690272808075]"
6875,0.0158673506230115,"[-0.5442407131195068, 0.4128960072994232, -0.6213654279708862, 0.14401403069496155, 0.1692844033241272, -0.05548638850450516, 0.06128842383623123, 0.4101313650608063, -0.2761703133583069]"
7521,0.0162186827510595,"[-0.7296270132064819, 0.413376122713089, -0.5085150003433228, -0.2791748642921448, 0.13958629965782166, -0.01642168127000332, 0.11933823674917221, 0.5754100680351257, 0.1468055248260498]"
7524,0.0165742188692092,"[-0.9612674713134766, 0.7854562401771545, -0.7328886389732361, 0.4235883057117462, -0.06104525923728943, 0.0672302171587944, 0.10614879429340363, -0.0806095227599144, 0.37340107560157776]"
4450,0.0168218072503805,"[-0.9142042398452759, 0.09082965552806854, 0.7848742604255676, -0.21048298478126526, -0.04988935589790344, -0.37801024317741394, 0.22788801789283752, 0.7201927304267883, -0.04537973552942276]"
7893,0.016885545104742,"[-0.7961995005607605, 0.03857308626174927, -0.42256879806518555, 0.01248517632484436, 0.03390553593635559, -0.3165619969367981, 0.09013134241104126, -0.27649086713790894, 0.7926539778709412]"
5393,0.0170501992106437,"[-1.3737008571624756, 1.3653011322021484, -0.48034805059432983, 0.6125560998916626, 0.2872554063796997, 0.22343376278877258, 0.09775766730308533, 1.0547618865966797, -0.3921230435371399]"
8052,0.0171113070100545,"[-0.7621158361434937, 0.7918192744255066, -0.4596158266067505, 0.1102379858493805, 0.22167640924453735, 0.3511121869087219, 0.10939408838748932, 0.28597986698150635, 0.25763463973999023]"
4476,0.0174007657915353,"[-0.923663854598999, 0.2834334969520569, -0.7189838290214539, -0.42509812116622925, 0.20348843932151794, -0.21012040972709656, 0.08051890134811401, -0.1225472018122673, 0.3961244523525238]"
5303,0.017489455640316,"[-0.016098827123641968, -0.12527018785476685, -0.37663230299949646, -0.15667837858200073, 0.11897358298301697, -0.13146837055683136, 0.09659101068973541, -0.20042598247528076, 0.6093314290046692]"
5498,0.0175045542418956,"[0.6497296094894409, -1.395139217376709, 1.4275819063186646, -0.39888954162597656, 0.0012521445751190186, -0.8318933248519897, 0.3699185252189636, 1.4506213665008545, -0.8483873009681702]"
8083,0.0175257734954357,"[-0.15170544385910034, -0.3908790946006775, 0.36169448494911194, 0.08609828352928162, -0.049030810594558716, -0.6098534464836121, 0.2396298348903656, -0.1544957160949707, 0.6942766308784485]"
8456,0.017686441540718,"[-0.916448175907135, 0.160925030708313, 0.30689537525177, -0.190110445022583, -0.15142551064491272, -0.2805793285369873, 0.24500468373298645, -0.4625486731529236, 0.6932701468467712]"
7837,0.018268896266818,"[-0.3521285653114319, 0.05135229229927063, 0.05855732411146164, -0.8027153015136719, 0.40204739570617676, 0.24221715331077576, 0.16662314534187317, -0.35802584886550903, 0.7259423136711121]"
5114,0.0185099877417087,"[0.210229754447937, -0.276015967130661, 0.42378106713294983, 0.15871042013168335, -0.06397631764411926, -0.020881151780486107, 0.27930891513824463, 0.729721188545227, -0.37792807817459106]"
4975,0.0187014508992433,"[-0.3982292413711548, 0.20007562637329102, -0.6848154664039612, 0.09617611765861511, -0.33504101634025574, -0.0018974747508764267, 0.0928996354341507, -0.5297437906265259, 0.5742001533508301]"
5073,0.0187014508992433,"[-0.3982292413711548, 0.20007562637329102, -0.6848154664039612, 0.09617611765861511, -0.33504101634025574, -0.0018974747508764267, 0.0928996354341507, -0.5297437906265259, 0.5742001533508301]"
6259,0.0187328737229108,"[-0.7986716032028198, 0.32286515831947327, -0.26782795786857605, -0.1345788687467575, 0.043761253356933594, -0.14057843387126923, 0.14486542344093323, 0.06319505721330643, 0.7269546389579773]"
4774,0.0189447868615388,"[-0.653651237487793, 0.6376698613166809, -0.3257860243320465, 0.2631817162036896, 0.14799177646636963, 0.32931816577911377, 0.16191039979457855, 0.029964283108711243, 0.3815820515155792]"
5886,0.019052404910326,"[-0.6198951601982117, 0.5224788784980774, -0.13014370203018188, 0.10614725947380066, 0.2515932619571686, -0.13289760053157806, 0.19499199092388153, -0.4989941120147705, 0.6178780198097229]"
6575,0.0190863162279129,"[0.12660181522369385, -0.35745665431022644, 0.5417550206184387, -0.21779094636440277, 0.18327239155769348, 0.020512232556939125, 0.3184501826763153, 0.599987268447876, 0.08218458294868469]"
5806,0.0190892368555068,"[-1.0145851373672485, 1.4618778228759766, -0.7361425757408142, 0.5730850696563721, 0.4384661316871643, 0.6826182007789612, 0.024687260389328003, 0.6299371719360352, -0.5254393815994263]"
7050,0.0194348394870758,"[-0.8802421689033508, 0.6284098029136658, -0.031665362417697906, 0.36434510350227356, 0.3059861958026886, -0.06479568034410477, 0.21884408593177795, 0.3757343590259552, 0.1407935917377472]"
4957,0.0198378432542085,"[-0.2758272886276245, 0.052753739058971405, 0.21553117036819458, -0.6675903797149658, 0.5584075450897217, 0.22247757017612457, 0.18708544969558716, -0.5047961473464966, 1.0869214534759521]"
8401,0.0199405122548341,"[-1.0380746126174927, 0.23509050905704498, 0.2833589017391205, -0.6587332487106323, 0.13536374270915985, -0.34251871705055237, 0.30285772681236267, -0.08015847951173782, 1.0931761264801025]"
5055,0.0202338509261608,"[-0.384552925825119, -0.013554083183407784, -0.055992670357227325, -0.008350998163223267, 0.08421319723129272, -0.360603004693985, 0.21800020337104797, 0.35245299339294434, -0.008127450942993164]"
5429,0.0203962326049804,"[-0.6046363711357117, 0.6547317504882812, -0.0751972571015358, 0.4050804078578949, 0.5733346939086914, 0.04172467440366745, 0.2387319803237915, -0.09208648651838303, 0.23537367582321167]"
5415,0.0206050686538219,"[0.03588571399450302, -0.7520257234573364, 0.34312620759010315, -0.7842404842376709, 0.13963887095451355, -0.3759341239929199, 0.19138304889202118, -0.4606064558029175, 0.731002151966095]"
6016,0.0210242681205272,"[-0.12469258159399033, -0.2997768223285675, 0.5987173318862915, -0.5810494422912598, 0.15105457603931427, -0.11160633713006973, 0.2800174355506897, 0.09020812064409256, 0.64445561170578]"
5437,0.021106444299221,"[-0.7865509986877441, 0.30618566274642944, -0.016774818301200867, 0.12387877702713013, 0.2896581292152405, -0.22205063700675964, 0.2446848601102829, -0.5355732440948486, 0.9211312532424927]"
6034,0.0211592465639114,"[-0.9857344627380371, 0.8933236002922058, -0.6292409896850586, 0.2700285017490387, 0.11681422591209412, 0.04641395062208176, 0.133372962474823, 0.05033857375383377, 0.30824530124664307]"
6919,0.0214382819831371,"[-0.2768414318561554, 0.16626772284507751, -0.13765957951545715, -0.15682795643806458, 0.2894781231880188, -0.005251726135611534, 0.18963675200939178, 0.2243579924106598, -0.05447223782539368]"
6995,0.0215430166572332,"[-0.48372524976730347, 0.30073240399360657, -0.12481672316789627, 0.17455622553825378, -0.0947381854057312, 0.4718341827392578, 0.14221793413162231, -0.5709179043769836, 0.5001928806304932]"
7620,0.0215430166572332,"[-0.48372524976730347, 0.30073240399360657, -0.12481672316789627, 0.17455622553825378, -0.0947381854057312, 0.4718341827392578, 0.14221793413162231, -0.5709179043769836, 0.5001928806304932]"
8256,0.0218465756624937,"[-0.14173611998558044, -0.21873559057712555, 0.3647540807723999, 0.08515843749046326, 0.22047080099582672, -0.22439590096473694, 0.3184956908226013, 0.34053176641464233, 0.07142946124076843]"
4758,0.0223519187420606,"[-0.6400238275527954, -0.2439802587032318, 0.06129445880651474, -0.22685855627059937, -0.19014975428581238, -0.3694987893104553, 0.17940692603588104, 0.057329364120960236, 0.47628939151763916]"
7968,0.0224004387855529,"[-0.9819678068161011, 0.5762199759483337, -0.2734512686729431, 0.25681331753730774, -0.3365313708782196, -0.1930922269821167, 0.17522157728672028, -0.8237441778182983, 1.3110432624816895]"
5403,0.0224118866026401,"[-0.7646664381027222, 0.27320969104766846, 0.036421842873096466, -0.06371800601482391, 0.14366939663887024, -0.04030964523553848, 0.24820862710475922, -0.5959464907646179, 0.8182229399681091]"
6552,0.0224352739751338,"[-0.41089928150177, 0.16643521189689636, -0.3830740451812744, 0.07798650860786438, 0.14329254627227783, -0.20866352319717407, 0.11878444254398346, -0.014799393713474274, 0.12976546585559845]"
7658,0.0225234795361757,"[-1.252545952796936, 0.8453375101089478, -1.257124662399292, -0.12791010737419128, 0.40224379301071167, -0.4153043031692505, 0.043370671570301056, -0.08390132337808609, 0.3714897334575653]"
6193,0.0226322151720523,"[-0.5584415197372437, -0.0769367665052414, -0.19294843077659607, -0.7458779811859131, 0.33820176124572754, -0.5583108067512512, 0.1179431676864624, 0.05427958816289902, 0.12001103162765503]"
7206,0.0226743705570697,"[-0.8209573030471802, 0.343171089887619, -0.07234620302915573, -0.07371503114700317, 0.21313433349132538, -0.23579221963882446, 0.217348113656044, -0.001312755048274994, 0.6792110800743103]"
5481,0.0228739324957132,"[-1.3229252099990845, 1.3901357650756836, -0.0676250234246254, 0.6289865970611572, 0.48208707571029663, 0.16837629675865173, 0.18863074481487274, -0.7199069261550903, 0.6355764865875244]"
7030,0.0230983737856149,"[-0.6062121987342834, 0.43894249200820923, 0.10912277549505234, 0.211360365152359, 0.15074986219406128, 0.4833294153213501, 0.11343112587928772, 0.5955774784088135, -0.4487049877643585]"
5424,0.0232808180153369,"[-0.6374859809875488, 0.32891616225242615, 0.13774970173835754, 0.2625238001346588, 0.2675613462924957, 0.2356768250465393, 0.2628002166748047, 0.13189469277858734, 0.17648032307624817]"
8008,0.0234258230775594,"[-0.24077767133712769, 0.15962141752243042, -0.18739080429077148, 0.30385950207710266, 0.08542382717132568, -0.06850359588861465, 0.1421031653881073, -0.15101850032806396, 0.4640326499938965]"
7713,0.0234896037727594,"[-0.09222813695669174, -0.49410367012023926, 0.6092445850372314, -0.3291889429092407, -0.0064938366413116455, -0.02394481562077999, 0.29917794466018677, 0.424283504486084, 0.48210394382476807]"
5665,0.0235575884580612,"[-0.4633864164352417, 0.26397526264190674, -0.03542741388082504, -0.23827674984931946, 0.5312017202377319, -0.03522203117609024, 0.22734640538692474, -0.20525503158569336, 0.4300050735473633]"
7934,0.0235715676099061,"[-0.8591788411140442, 0.5887181162834167, 0.28427210450172424, 0.43962135910987854, 0.40396976470947266, 0.11971516162157059, 0.31293702125549316, 0.09808708727359772, 0.6592682600021362]"
7852,0.0236139837652444,"[-0.9627279043197632, 0.8065728545188904, 0.17953577637672424, 0.23926827311515808, 0.34690338373184204, 0.3894107937812805, 0.12085194885730743, 1.142992377281189, -0.7805452346801758]"
4991,0.0237119477242231,"[-0.3524438142776489, 0.19703839719295502, -0.22101491689682007, -0.00484505295753479, 0.07394096255302429, 0.0558258518576622, 0.1681569367647171, -0.09394647926092148, 0.23242896795272827]"
7746,0.023841043934226,"[-0.8708539009094238, 0.5479499697685242, 0.11595223844051361, 0.2490207552909851, 0.5879950523376465, 0.14994297921657562, 0.23502810299396515, -0.4516373872756958, 0.45980125665664673]"
4313,0.0238663740456104,"[-0.0917220488190651, -0.6407822966575623, -0.1029333546757698, -0.34139391779899597, -0.10408303141593933, -0.38110271096229553, 0.16330017149448395, -0.20948153734207153, 0.3369871973991394]"
6179,0.0239574629813432,"[-0.6690678596496582, 0.36445698142051697, 0.31929630041122437, -0.2829347252845764, 0.4296913743019104, 0.06501146405935287, 0.267561674118042, -0.567012369632721, 1.2048382759094238]"
5130,0.023984158411622,"[-0.14455005526542664, -0.7571209073066711, 0.9022578597068787, -0.6963220834732056, 0.22975397109985352, -0.3718321919441223, 0.3668111264705658, -0.08484732359647751, 0.6549609303474426]"
6044,0.023988202214241,"[-1.1093279123306274, 0.9128289818763733, 0.035735391080379486, 0.05013343691825867, 0.36266660690307617, 0.048500411212444305, 0.11836409568786621, 1.371616005897522, -0.6820822358131409]"
8329,0.0240928065031766,"[-0.6540204286575317, 0.3121659457683563, -0.2407512366771698, -0.09853817522525787, 0.17758572101593018, 0.27722951769828796, 0.21131055057048798, -0.4453843832015991, 0.906650185585022]"
7226,0.024331796914339,"[-0.27636805176734924, 0.28199243545532227, 0.4614962339401245, -0.12690651416778564, 0.3027138411998749, 0.3390548825263977, 0.19381600618362427, 0.37585145235061646, -0.05485988408327103]"
8444,0.0244045779109001,"[-0.5856891870498657, 0.611833393573761, -0.22634461522102356, 0.5697755813598633, 0.24409066140651703, 0.3863256275653839, 0.1344965249300003, 0.1739320456981659, -0.02412768080830574]"
8330,0.0251409839838743,"[0.07672954350709915, -0.8090824484825134, 1.078446388244629, -0.46183761954307556, -0.34969648718833923, -0.3540717363357544, 0.33384886384010315, 0.16258308291435242, 0.2120775282382965]"
6299,0.0252080000936985,"[-0.5247452259063721, 0.30491042137145996, -0.06811989098787308, -0.05439296364784241, 0.31112241744995117, 0.12465950101613998, 0.17339664697647095, 0.11092216521501541, 0.10285405814647675]"
5822,0.0252325944602489,"[0.19267281889915466, -0.6178204417228699, 0.7960340976715088, -0.45174384117126465, 0.5478006601333618, -0.3368193805217743, 0.31764766573905945, 0.6432063579559326, -0.3318435251712799]"
4659,0.0255470406264066,"[0.012489236891269684, -0.7975992560386658, 1.1404000520706177, -0.7438191175460815, 0.13164781033992767, -0.36935073137283325, 0.2818877100944519, 0.9486116170883179, 0.2978293299674988]"
4728,0.0256400983780622,"[-0.16631031036376953, -0.2533673346042633, 0.17207375168800354, -0.43150320649147034, 0.17452198266983032, -0.20129525661468506, 0.20572423934936523, -0.0367545560002327, 0.20069649815559387]"
5599,0.0259189810603857,"[-0.5487735867500305, -0.04688410460948944, 0.37240830063819885, -0.5599515438079834, 0.3010299801826477, -0.4655224084854126, 0.2406502217054367, 0.6883525848388672, 0.3231739401817322]"
5021,0.0260919760912656,"[-0.65986168384552, 0.9182935357093811, -0.7584852576255798, 0.47684404253959656, 0.170139878988266, 0.4018845558166504, 0.05872325599193573, 0.03627481311559677, 0.026930615305900574]"
6548,0.0265529956668615,"[-0.18369987607002258, -0.34673604369163513, 0.3133658170700073, -0.5826737880706787, 0.11588302254676819, -0.22618764638900757, 0.22259116172790527, 0.1834348738193512, 0.19169333577156067]"
5144,0.0266139265149831,"[-0.5635663866996765, 0.3974274694919586, -0.1460285484790802, -0.0307924747467041, 0.3197149634361267, -0.02461921237409115, 0.17521019279956818, 0.2740440368652344, 0.28504347801208496]"
5666,0.0266598481684923,"[-0.8860102891921997, 0.6228346824645996, -0.37308424711227417, 0.21054980158805847, 0.6339389085769653, -0.025036966428160667, 0.1589922457933426, 0.043742332607507706, 0.13198000192642212]"
5205,0.0267784837633371,"[-0.5245317220687866, 0.758782684803009, -0.7532132267951965, 0.03680381178855896, 0.19651716947555542, 0.33540046215057373, 0.05181737244129181, 0.5356926321983337, -0.13681824505329132]"
5706,0.0269002374261617,"[-1.2972540855407715, 0.4186127483844757, -0.7262957692146301, -0.5738363265991211, -0.20922228693962097, -0.5501256585121155, 0.14503102004528046, 0.5831512808799744, 0.6449518799781799]"
7120,0.0274002812802791,"[-1.0009337663650513, 0.9807571768760681, 0.32558879256248474, 0.6358847618103027, 0.31452691555023193, 0.7240328192710876, 0.196908637881279, 0.48556390404701233, 0.1398351788520813]"
7792,0.0274379830807447,"[0.18480271100997925, -0.32562464475631714, 0.1885632574558258, -0.14429840445518494, -0.001239866018295288, 0.27066200971603394, 0.19738590717315674, 0.11765969544649124, -0.2563481330871582]"
7822,0.0274379830807447,"[0.18480271100997925, -0.32562464475631714, 0.1885632574558258, -0.14429840445518494, -0.001239866018295288, 0.27066200971603394, 0.19738590717315674, 0.11765969544649124, -0.2563481330871582]"
6785,0.0274414494633674,"[-0.6465933322906494, 0.49988797307014465, -0.6852206587791443, 0.614747166633606, -0.16523095965385437, -0.02775556407868862, 0.1217682734131813, -0.581839919090271, 0.4903615117073059]"
4742,0.0276953186839818,"[-0.4193400740623474, 0.6013907194137573, -0.1150645986199379, 0.4516848027706146, 0.4846568703651428, 0.21755889058113098, 0.12704426050186157, 0.39564570784568787, -0.2147962898015976]"
8266,0.0277906935662031,"[-0.7522303462028503, 0.25967931747436523, -0.4785938262939453, -0.19797201454639435, 0.11011135578155518, -0.4227028489112854, 0.030016526579856873, -0.053229279816150665, 0.354530394077301]"
7511,0.0280312094837427,"[-1.0997875928878784, 0.4950837790966034, -0.015444643795490265, 0.02802443504333496, 0.03309306502342224, -0.2749357223510742, 0.20925410091876984, 0.09574255347251892, 0.4577943682670593]"
6294,0.0282254461199045,"[-0.1220296248793602, 0.5714802145957947, -0.4786917567253113, 0.07567644119262695, 1.249951958656311, 0.21074895560741425, 0.029936134815216064, 0.7500100135803223, -0.7852374315261841]"
7108,0.0284107103943824,"[-0.23430097103118896, 0.039997398853302, 0.22699102759361267, 0.09129500389099121, 0.168455109000206, 0.19699692726135254, 0.23091599345207214, 0.65431147813797, -0.4533548951148987]"
7242,0.0284107103943824,"[-0.23430097103118896, 0.039997398853302, 0.22699102759361267, 0.09129500389099121, 0.168455109000206, 0.19699692726135254, 0.23091599345207214, 0.65431147813797, -0.4533548951148987]"
